   8.27887674521845D-002   1.11843327582451D-010
   8.29887377436671D-002   1.12113477066551D-010
   8.31887080351497D-002   1.12383626550651D-010
   8.33886842862881D-002   1.12653784085936D-010
   8.35886545777707D-002   1.12923933570036D-010
   8.37886367885649D-002   1.13194099156507D-010
   8.39886011203917D-002   1.13464240589421D-010
   8.41885714118743D-002   1.13734390073520D-010
   8.43885536226685D-002   1.14004555659991D-010
   8.45885179544953D-002   1.14274697092906D-010
   8.47885001652895D-002   1.14544862679377D-010
   8.49884704567721D-002   1.14815012163476D-010
   8.51884407482547D-002   1.15085161647576D-010
   8.53884169993931D-002   1.15355319182861D-010
   8.55883872908757D-002   1.15625468666961D-010
   8.57883635420141D-002   1.15895626202246D-010
   8.59883338334967D-002   1.16165775686346D-010
   8.61883041249793D-002   1.16435925170446D-010
   8.63882803761176D-002   1.16706082705731D-010
   8.65882506676003D-002   1.16976232189831D-010
   8.67882269187387D-002   1.17246389725116D-010
   8.69881972102212D-002   1.17516539209216D-010
   8.71881675017038D-002   1.17786688693316D-010
   8.73881437528422D-002   1.18056846228601D-010
   8.75881140443248D-002   1.18326995712701D-010
   8.77880902954632D-002   1.18597153247986D-010
   8.79880605869458D-002   1.18867302732086D-010
   8.81880308784284D-002   1.19137452216186D-010
   8.83880071295668D-002   1.19407609751471D-010
   8.85879774210494D-002   1.19677759235571D-010
   8.87879536721878D-002   1.19947916770856D-010
   8.89879239636704D-002   1.20218066254956D-010
   8.91878942551530D-002   1.20488215739056D-010
   8.93878705062914D-002   1.20758373274341D-010
   8.95878407977740D-002   1.21028522758441D-010
   8.97878170489124D-002   1.21298680293726D-010
   8.99877873403950D-002   1.21568829777826D-010
   9.01877576318775D-002   1.21838979261925D-010
   9.03877398426718D-002   1.22109144848396D-010
   9.05877041744985D-002   1.22379286281310D-010
   9.07876863852927D-002   1.22649451867782D-010
   9.09876566767753D-002   1.22919601351881D-010
   9.11876210086021D-002   1.23189742784795D-010
   9.13876032193963D-002   1.23459908371266D-010
   9.15875735108789D-002   1.23730057855366D-010
   9.17875497620173D-002   1.24000215390651D-010
   9.19875200534999D-002   1.24270364874751D-010
   9.21874903449825D-002   1.24540514358851D-010
